Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	35715	0.014	0
2	243199373	32878	0.014	0
3	198022430	25741	0.013	0
4	191154276	22277	0.012	-1
5	180915260	23342	0.013	0
6	171115067	23872	0.014	0
7	159138663	22768	0.014	0
8	146364022	20051	0.014	0
9	141213431	18071	0.013	0
10	135534747	21407	0.016	0
11	135006516	19436	0.014	0
12	133851895	19505	0.015	0
13	115169878	11867	0.01	-1
14	107349540	13167	0.012	-1
15	102531392	13109	0.013	0
16	90354753	15432	0.017	0
17	81195210	15809	0.019	1
18	78077248	10448	0.013	0
19	59128983	13163	0.022	1
20	63025520	10817	0.017	0
21	48129895	8297	0.017	0
22	51304566	8015	0.016	0
Odchylenie standardowe dla osobnika: 0.00257
Srednia arytmetyczna: 0.01464